request_id,level,service,event,status_code,duration_ms
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,error,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
,info,users-service,unknown,,
